Address,AdjustedPower,WinCount,SectorTotal,SectorActive,SectorFaults,SectorRecoveries,ReputationScore
f075058487,96.17,13326.0,1978130.0,1978122.0,1.0,7.0,839.9044187627866
f025722918,67.04,18666.0,1968193.0,1968183.0,0.0,10.0,839.8038431835644
f033043524,97.2,19140.0,1365681.0,1365672.0,0.0,9.0,839.6895272603406
f022968747,76.66,17222.0,1917243.0,1917236.0,0.0,7.0,838.7291987278792
f072873955,81.54,18063.0,1948679.0,1948679.0,0.0,0.0,837.9981563439605
f051735483,70.26,19407.0,1877849.0,1877840.0,0.0,9.0,837.2065442803615
f022953817,80.57,15725.0,1903905.0,1903898.0,0.0,7.0,836.862007491316
f018721775,98.33,11582.0,1930762.0,1930751.0,1.0,10.0,836.8442478630147
f078606339,95.13,14714.0,1731986.0,1731982.0,0.0,4.0,835.6903393820692
f080242368,99.98,16256.0,1857065.0,1857062.0,1.0,2.0,835.5369522765825
f010439924,71.95,19260.0,1840540.0,1840531.0,0.0,9.0,835.1765252937938
f046420049,99.84,18442.0,1444692.0,1444688.0,0.0,4.0,834.4389398889219
f074926274,84.95,19391.0,1794892.0,1794881.0,1.0,10.0,834.4102440684563
f072508933,92.23,10956.0,1814170.0,1814160.0,0.0,10.0,833.1256621119041
f029234444,79.53,18637.0,1783093.0,1783087.0,0.0,6.0,832.9340450697058
f065372200,80.15,19843.0,1858945.0,1858934.0,1.0,10.0,832.6628835870631
f066520051,90.56,15946.0,1815559.0,1815558.0,0.0,1.0,831.7223710609169
f075554528,94.06,18168.0,1909222.0,1909221.0,1.0,0.0,831.6780654618915
f082609393,94.69,19012.0,1791707.0,1791704.0,1.0,2.0,829.300892477897
f016202187,78.94,18455.0,1980902.0,1980893.0,1.0,8.0,828.6170533165687
f098398953,88.27,17906.0,1769357.0,1769357.0,0.0,0.0,828.1701649854709
f079319298,98.76,17160.0,1496100.0,1496096.0,0.0,4.0,828.0282749025163
f017830002,92.66,13596.0,1980614.0,1980607.0,1.0,6.0,825.0955994396024
f043381062,84.47,16806.0,1881148.0,1881148.0,0.0,0.0,824.579168142946
f058990063,87.06,14396.0,1796013.0,1796007.0,0.0,6.0,823.861679159573
f055085147,96.92,11890.0,1698913.0,1698906.0,0.0,7.0,823.8241969966845
f079642795,97.83,19082.0,1317298.0,1317291.0,0.0,7.0,823.1110077127948
f014114731,80.4,19612.0,1655780.0,1655774.0,0.0,6.0,821.5000224824103
f082650445,98.37,14655.0,1940337.0,1940336.0,1.0,0.0,820.7727189676076
f088084103,71.53,18255.0,1845907.0,1845899.0,0.0,8.0,820.5421242148743
f048832828,90.49,18530.0,1777001.0,1776995.0,1.0,5.0,820.3635932145821
f012997253,80.76,17955.0,1761210.0,1761206.0,0.0,4.0,817.7202127495239
f027640982,89.54,16211.0,1922457.0,1922452.0,1.0,4.0,817.6541282378975
f018426944,84.45,15950.0,1937017.0,1937008.0,1.0,8.0,817.599540748803
f063059233,91.31,13149.0,1713427.0,1713420.0,0.0,7.0,817.330529115902
f026867446,82.78,15099.0,1761198.0,1761190.0,0.0,8.0,817.2689312472149
f052670852,96.16,17670.0,1660970.0,1660963.0,1.0,6.0,816.506669306177
f021888079,86.74,14636.0,1723422.0,1723415.0,0.0,7.0,816.01164303521
f024194272,90.45,16804.0,1562190.0,1562184.0,0.0,6.0,815.3327578754603
f064143779,89.12,10825.0,1860444.0,1860437.0,0.0,7.0,814.903442229208
f022715671,96.65,19033.0,1424432.0,1424430.0,0.0,2.0,814.901666266378
f063851368,93.43,19700.0,1479532.0,1479531.0,0.0,1.0,814.7241634550929
f075088307,71.28,18526.0,1827689.0,1827682.0,0.0,7.0,814.0612619608144
f044995217,77.29,19668.0,1996067.0,1996063.0,1.0,3.0,813.2535727600165
f013124272,89.07,17101.0,1610017.0,1610013.0,0.0,4.0,812.5431876279639
f044111458,94.3,14129.0,1796575.0,1796566.0,1.0,8.0,811.1514870712365
f086522162,92.0,12623.0,1716642.0,1716636.0,0.0,6.0,810.9212662054148
f043433124,83.41,11967.0,1870547.0,1870539.0,0.0,8.0,810.7911535601756
f048857822,98.88,17175.0,1449235.0,1449233.0,0.0,2.0,810.5090558853686
f032675280,95.65,19121.0,1413899.0,1413897.0,0.0,2.0,810.0162729358711
f039641032,97.25,11047.0,1958227.0,1958221.0,1.0,5.0,809.5724691717941
f088177602,95.26,18732.0,1932816.0,1932812.0,2.0,2.0,808.4582861752067
f031659073,74.6,17719.0,1719213.0,1719204.0,0.0,9.0,807.9992465194817
f090089724,90.02,17488.0,1613663.0,1613662.0,0.0,1.0,806.3735862278165
f077613473,87.44,18037.0,1511218.0,1511212.0,0.0,6.0,806.0749440571708
f050958309,84.6,19847.0,1547639.0,1547636.0,0.0,3.0,805.1631273514904
f046942489,73.79,19833.0,1663570.0,1663563.0,0.0,7.0,804.9816052559054
f077292089,99.32,18654.0,1586477.0,1586474.0,1.0,2.0,804.8991631918962
f035649458,98.76,11911.0,1633664.0,1633660.0,0.0,4.0,804.6816544810689
f091530143,96.68,13119.0,1936537.0,1936535.0,1.0,1.0,804.0598805470675
f066454685,95.75,11024.0,1884720.0,1884711.0,1.0,8.0,804.0280066878529
f026361186,78.45,18740.0,1986537.0,1986534.0,1.0,2.0,802.4614205282217
f092823924,93.07,11676.0,1746236.0,1746232.0,0.0,4.0,802.255502311654
f010908458,82.55,15507.0,1661499.0,1661491.0,0.0,8.0,801.5845622487761
f071028516,92.88,10989.0,1878261.0,1878261.0,0.0,0.0,801.1108475317707
f033254988,94.92,19259.0,1545156.0,1545150.0,1.0,5.0,800.3989668520718
f098591096,73.89,15546.0,1801372.0,1801363.0,0.0,9.0,800.3923303593908
f044122175,96.71,19877.0,1496163.0,1496158.0,1.0,4.0,799.0356817006266
f081986536,92.68,18422.0,1824102.0,1824093.0,2.0,7.0,798.9584740533799
f020579198,95.89,14769.0,1466708.0,1466702.0,0.0,6.0,798.8009741918654
f069330931,99.19,11594.0,1605996.0,1605992.0,0.0,4.0,798.1539628913304
f036255797,87.35,19795.0,1457271.0,1457268.0,0.0,3.0,798.0652582215516
f085984380,71.64,15931.0,1985992.0,1985990.0,0.0,2.0,797.3775867193795
f033362388,79.9,13444.0,1818873.0,1818866.0,0.0,7.0,797.1398881153257
f051127091,80.5,18542.0,1850667.0,1850661.0,1.0,5.0,796.8958334337743
f014744219,80.48,14597.0,1748290.0,1748283.0,0.0,7.0,796.8906924887398
f064396962,93.02,19727.0,1362696.0,1362694.0,0.0,2.0,796.2753681039633
f083763598,77.92,17109.0,1794677.0,1794675.0,0.0,2.0,796.10356706808
f069158267,85.96,14663.0,1855070.0,1855061.0,1.0,8.0,795.8959663604105
f067219082,68.25,16964.0,1966274.0,1966271.0,0.0,3.0,795.3457917699816
f056559085,88.51,19764.0,1618611.0,1618605.0,1.0,5.0,794.8850696231544
f069337671,83.2,13407.0,1891278.0,1891277.0,0.0,1.0,794.6269941824179
f039094087,87.88,19285.0,1576433.0,1576424.0,1.0,8.0,794.1878640047361
f039562129,76.16,18646.0,1640925.0,1640919.0,0.0,6.0,793.8408034790373
f026005608,95.57,16015.0,1680148.0,1680143.0,1.0,4.0,793.0693813086651
f020702448,78.36,17054.0,1819905.0,1819905.0,0.0,0.0,792.603798631987
f058390856,84.45,10900.0,1928799.0,1928796.0,0.0,3.0,792.2285096444621
f098820760,95.96,11346.0,1845919.0,1845912.0,1.0,6.0,791.2223799653287
f029533166,97.39,13569.0,1805892.0,1805889.0,1.0,2.0,791.1709705149829
f024617500,69.44,17513.0,1940395.0,1940394.0,0.0,1.0,790.7417483404586
f079137604,61.11,18520.0,1831087.0,1831077.0,0.0,10.0,790.6365926465692
f017122137,75.43,10048.0,1967435.0,1967425.0,0.0,10.0,790.477316822225
f091675882,85.87,12780.0,1671489.0,1671481.0,0.0,8.0,790.3754326388121
f039670087,92.7,13285.0,1582167.0,1582162.0,0.0,5.0,789.9135888312502
f082052612,66.48,19275.0,1681599.0,1681589.0,0.0,10.0,789.8256319352947
f013771831,84.12,11854.0,1722024.0,1722015.0,0.0,9.0,789.2976101443784
f017289493,76.01,16562.0,1671226.0,1671218.0,0.0,8.0,788.8120245179293
f057161725,94.69,18945.0,1775169.0,1775163.0,2.0,4.0,788.1939894530439
f016773031,96.95,18723.0,1261116.0,1261113.0,0.0,3.0,787.2683389316338
f023090506,63.6,18738.0,1976885.0,1976884.0,0.0,1.0,787.1786060728482
f088877365,92.54,16296.0,1792136.0,1792124.0,2.0,10.0,786.6075872870972
f042742266,90.49,18208.0,1486898.0,1486898.0,0.0,0.0,786.4894390230295
f082055405,68.72,17993.0,1731568.0,1731560.0,0.0,8.0,786.2120149346175
f071934713,97.5,18963.0,1357403.0,1357394.0,1.0,8.0,786.1997701382624
f045151087,70.55,13840.0,1952184.0,1952178.0,0.0,6.0,786.1310684182546
f047001985,74.82,16177.0,1649317.0,1649307.0,0.0,10.0,786.0153504191123
f078876766,86.41,15053.0,1948465.0,1948463.0,1.0,1.0,785.9689884420732
f047825457,85.69,15538.0,1959326.0,1959314.0,2.0,10.0,785.1662532428538
f065283539,90.87,19183.0,1995881.0,1995871.0,3.0,7.0,784.6813219185003
f089081767,92.99,18761.0,1248110.0,1248104.0,0.0,6.0,784.4067019819252
f018347866,81.32,11806.0,1753046.0,1753037.0,0.0,9.0,784.1794722113964
f024890176,87.22,16510.0,1448638.0,1448631.0,0.0,7.0,783.9538314602419
f097182447,83.62,12993.0,1870513.0,1870513.0,0.0,0.0,783.7722158929289
f039149755,72.85,13875.0,1838022.0,1838014.0,0.0,8.0,783.0627654781555
f012888366,92.23,10348.0,1951597.0,1951591.0,1.0,5.0,783.0302373168458
f060408635,94.15,14821.0,1812070.0,1812058.0,2.0,10.0,782.5666175464537
f021631323,89.68,18846.0,1424263.0,1424262.0,0.0,1.0,782.3887408482568
f019298115,82.95,13219.0,1660661.0,1660653.0,0.0,8.0,781.5371199353451
f098399135,75.97,16174.0,1826439.0,1826438.0,0.0,1.0,781.3373708528192
f047187545,88.03,10454.0,1895730.0,1895730.0,0.0,0.0,781.2423101055433
f084055240,95.24,16683.0,1440025.0,1440025.0,0.0,0.0,781.2320282154742
f082621477,82.5,12983.0,1953013.0,1953005.0,1.0,7.0,780.8925388997354
f021694142,67.88,19311.0,1850229.0,1850218.0,1.0,10.0,780.1848644477922
f080295090,85.87,16672.0,1370634.0,1370624.0,0.0,10.0,779.8587415891434
f090007263,85.56,15519.0,1832070.0,1832065.0,1.0,4.0,779.4079274454737
f047803802,54.23,19732.0,1972748.0,1972743.0,0.0,5.0,779.3570788254953
f078398129,93.54,12900.0,1801519.0,1801514.0,1.0,4.0,779.0525479359917
f028679778,96.03,19837.0,1979850.0,1979846.0,3.0,1.0,779.0490894820593
f070866608,80.37,14851.0,1992082.0,1992078.0,1.0,3.0,778.9989886359041
f081342196,88.11,13506.0,1925498.0,1925495.0,1.0,2.0,778.2449522069217
f011129781,91.57,19727.0,1944345.0,1944336.0,3.0,6.0,778.0755814359638
f056707567,68.43,19298.0,1853495.0,1853485.0,1.0,9.0,778.0567936186557
f030416457,92.95,10893.0,1882259.0,1882253.0,1.0,5.0,777.8541469125647
f074657069,94.69,19937.0,1769138.0,1769136.0,2.0,0.0,777.6449571855209
f094771118,81.56,11762.0,1915058.0,1915057.0,0.0,1.0,777.5646649712536
f085224903,85.32,12943.0,1603985.0,1603977.0,0.0,8.0,777.2232127492288
f035249741,91.7,18565.0,1994218.0,1994209.0,3.0,6.0,777.0236506101589
f036330187,75.18,19909.0,1932367.0,1932356.0,2.0,9.0,777.0139295504571
f025477039,98.44,19263.0,1048988.0,1048981.0,0.0,7.0,776.9247575220388
f078630566,82.27,11180.0,1851133.0,1851129.0,0.0,4.0,776.8493258376221
f096461777,83.61,19775.0,1418015.0,1418012.0,0.0,3.0,776.5562919706507
f028763791,93.52,14904.0,1359469.0,1359462.0,0.0,7.0,775.8275863799295
f074137876,78.69,17917.0,1702709.0,1702699.0,1.0,9.0,775.3206891995188
f073096380,91.63,12930.0,1590070.0,1590067.0,0.0,3.0,774.7251808210575
f087857333,97.81,14138.0,1578107.0,1578100.0,1.0,6.0,774.1708934746009
f046040523,88.08,14445.0,1655549.0,1655538.0,1.0,10.0,773.832525819597
f078171359,85.48,15328.0,1788360.0,1788354.0,1.0,5.0,773.8257023834601
f082057333,96.28,10559.0,1885800.0,1885797.0,1.0,2.0,773.8241133640859
f010580493,98.78,16664.0,1480525.0,1480520.0,1.0,4.0,773.8192528342349
f057160549,75.73,18300.0,1558875.0,1558869.0,0.0,6.0,773.6602574250742
f099233612,63.84,17399.0,1914945.0,1914942.0,0.0,3.0,773.3277784889282
f024555615,96.18,18099.0,1106153.0,1106145.0,0.0,8.0,772.9549197663285
f058899862,74.91,19213.0,1573243.0,1573239.0,0.0,4.0,772.4673712335934
f090932592,96.7,12423.0,1351145.0,1351136.0,0.0,9.0,772.3177229972231
f035069736,99.38,19354.0,1925726.0,1925712.0,4.0,10.0,772.2669678489723
f051363285,89.23,15220.0,1382835.0,1382827.0,0.0,8.0,771.7831581853536
f013187473,66.34,17953.0,1903953.0,1903942.0,1.0,10.0,771.7768955795842
f078713935,84.81,18824.0,1639638.0,1639633.0,1.0,4.0,771.52227859278
f099599370,91.6,18664.0,1185864.0,1185857.0,0.0,7.0,771.3400087233719
f044815167,79.6,15898.0,1709624.0,1709623.0,0.0,1.0,770.4918462643925
f061818697,96.48,18200.0,1056159.0,1056150.0,0.0,9.0,770.3480867468797
f073213162,86.12,19541.0,1669543.0,1669542.0,1.0,0.0,770.0186923777544
f045872052,92.39,14472.0,1897138.0,1897130.0,2.0,6.0,769.9329788032685
f088657921,68.8,16911.0,1944570.0,1944561.0,1.0,8.0,769.4808560554085
f061753125,83.13,17236.0,1613398.0,1613388.0,1.0,9.0,768.859736423502
f068928617,70.61,16331.0,1658182.0,1658173.0,0.0,9.0,768.6979368625044
f046024304,94.65,15353.0,1323724.0,1323719.0,0.0,5.0,768.2201093894711
f053981565,94.71,11797.0,1725195.0,1725188.0,1.0,6.0,768.1958067402165
f029472082,85.17,19115.0,1924116.0,1924113.0,2.0,1.0,768.0131629838969
f034031438,86.79,19692.0,1637538.0,1637526.0,2.0,10.0,767.9510042848424
f010745284,70.91,15551.0,1710291.0,1710283.0,0.0,8.0,767.5967464360951
f062216039,68.17,12807.0,1976611.0,1976606.0,0.0,5.0,767.4699053013327
f047394751,60.53,19344.0,1951603.0,1951593.0,1.0,9.0,767.2903461120336
f033858414,82.68,16952.0,1626533.0,1626523.0,1.0,9.0,766.9781505408421
f051066367,99.15,16682.0,1380590.0,1380583.0,1.0,6.0,766.03567510841
f037919410,88.82,18035.0,1417243.0,1417243.0,0.0,0.0,765.606920292525
f054631630,63.88,16059.0,1988970.0,1988969.0,0.0,1.0,765.443625183881
f012896871,88.76,10823.0,1899581.0,1899575.0,1.0,5.0,764.7722177623635
f084727508,85.92,15025.0,1695969.0,1695961.0,1.0,7.0,764.713704460697
f023322376,84.66,19128.0,1287349.0,1287343.0,0.0,6.0,764.027808921355
f093300867,61.39,18264.0,1895771.0,1895769.0,0.0,2.0,763.9949068731336
f039021143,99.51,11221.0,1433179.0,1433175.0,0.0,4.0,763.5568983561865
f088399353,76.02,18463.0,1840784.0,1840781.0,1.0,2.0,763.5392321996131
f030925006,88.84,18302.0,1492029.0,1492022.0,1.0,6.0,763.4631462131011
f066012258,84.63,13294.0,1676296.0,1676294.0,0.0,2.0,763.4013614009582
f014909981,85.88,13299.0,1624509.0,1624506.0,0.0,3.0,763.1139358376606
f072936971,66.13,18164.0,1748886.0,1748882.0,0.0,4.0,762.6702255453115
f069811314,89.7,14250.0,1673124.0,1673117.0,1.0,6.0,762.658354635868
f045947964,82.33,19015.0,1355896.0,1355891.0,0.0,5.0,762.4009334972269
f016197500,99.03,15115.0,1814761.0,1814758.0,2.0,1.0,762.0019961625427
f089216713,87.37,18443.0,1531543.0,1531537.0,1.0,5.0,761.9983507651546
f022205565,85.53,13289.0,1449250.0,1449240.0,0.0,10.0,761.6627872619877
f077978682,86.21,12993.0,1449960.0,1449950.0,0.0,10.0,761.571184968644
f087100046,69.25,18617.0,1982912.0,1982910.0,1.0,1.0,761.5629594565886
f022142624,87.91,11789.0,1775771.0,1775762.0,1.0,8.0,761.4985574360644
f016149033,85.74,16534.0,1980094.0,1980090.0,2.0,2.0,761.1574791009515
f066565624,91.69,19574.0,1433918.0,1433914.0,1.0,3.0,761.12457705273
f030212658,82.91,14445.0,1863269.0,1863265.0,1.0,3.0,760.6200166655171
f071131521,90.64,15796.0,1391012.0,1391009.0,0.0,3.0,760.600107187474
f087728170,52.63,18590.0,1935405.0,1935399.0,0.0,6.0,760.3928803667161
f070499875,65.83,15321.0,1909797.0,1909794.0,0.0,3.0,760.3823180614631
f075823630,94.57,16039.0,1972478.0,1972469.0,3.0,6.0,760.0790957761502
f028606240,96.54,19634.0,1651000.0,1650987.0,3.0,10.0,759.6435175241287
f014604302,91.62,14532.0,1300691.0,1300683.0,0.0,8.0,758.9319172596136
f092751471,93.59,10947.0,1390292.0,1390282.0,0.0,10.0,758.8851813956628
f029760581,80.86,18478.0,1540954.0,1540944.0,1.0,9.0,758.4387604232046
f033944765,75.29,16657.0,1766365.0,1766356.0,1.0,8.0,758.0576761885496
f096244536,75.66,18687.0,1656543.0,1656534.0,1.0,8.0,757.8853143222989
f087370361,97.02,19560.0,1535268.0,1535262.0,2.0,4.0,757.8061437687662
f072714921,97.82,15204.0,1285399.0,1285397.0,0.0,2.0,757.4945090279422
f056487421,72.94,18845.0,1675121.0,1675111.0,1.0,9.0,757.338972072714
f049001150,98.93,16473.0,1573603.0,1573594.0,2.0,7.0,757.2796175254965
f013781925,92.63,18134.0,1640175.0,1640167.0,2.0,6.0,757.0221029151274
f032338831,76.62,18610.0,1935424.0,1935416.0,2.0,6.0,756.8069309974978
f056434886,94.4,10418.0,1761847.0,1761841.0,1.0,5.0,756.3253646553485
f084373512,78.37,12897.0,1983123.0,1983118.0,1.0,4.0,756.255541274606
f090021732,92.78,12719.0,1326843.0,1326834.0,0.0,9.0,755.8850193452039
f073344160,98.72,12358.0,1275776.0,1275769.0,0.0,7.0,755.8259452131701
f015141695,52.14,19398.0,1853877.0,1853870.0,0.0,7.0,755.5457169729208
f026610140,75.02,15742.0,1854029.0,1854022.0,1.0,6.0,755.5367436870424
f034844965,90.79,10195.0,1989537.0,1989526.0,2.0,9.0,755.2667973368624
f098286928,84.9,11375.0,1572258.0,1572250.0,0.0,8.0,755.0653657632346
f045562389,83.02,16989.0,1552673.0,1552663.0,1.0,9.0,754.7875677879108
f025612855,77.52,18786.0,1797807.0,1797795.0,2.0,10.0,754.7843897491621
f065050291,60.02,19376.0,1767859.0,1767855.0,0.0,4.0,754.7013868547855
f045651993,85.23,10364.0,1813814.0,1813814.0,0.0,0.0,754.6185709038646
f059845797,94.68,14699.0,1981705.0,1981695.0,3.0,7.0,754.3635800301489
f044866933,90.6,14691.0,1838672.0,1838664.0,2.0,6.0,754.3575978395633
f045972199,88.8,11260.0,1693622.0,1693622.0,0.0,0.0,753.872292628298
f064828382,98.71,18179.0,1248682.0,1248675.0,1.0,6.0,753.7239529961181
f046201930,70.77,15936.0,1768750.0,1768748.0,0.0,2.0,753.5595362267393
f048297339,82.18,16907.0,1316484.0,1316475.0,0.0,9.0,753.4624191014493
f032438970,93.22,16103.0,1884502.0,1884490.0,3.0,9.0,753.2037828303454
f011110259,85.63,16693.0,1981390.0,1981377.0,3.0,10.0,753.1266686548265
f042494385,95.22,13894.0,1303955.0,1303950.0,0.0,5.0,753.0180545070049
f025699322,75.47,17897.0,1797624.0,1797620.0,1.0,3.0,752.7973677574291
f073349774,86.91,18196.0,1328347.0,1328345.0,0.0,2.0,752.6990354996767
f053536711,78.76,19157.0,1317584.0,1317577.0,0.0,7.0,752.5652774570494
f039292125,70.43,17192.0,1780839.0,1780829.0,1.0,9.0,752.2668222298595
f090994651,81.78,18082.0,1834296.0,1834288.0,2.0,6.0,752.2589706047157
f012468687,99.4,10474.0,1586907.0,1586899.0,1.0,7.0,752.1862496004082
f048474285,53.55,17694.0,1917557.0,1917551.0,0.0,6.0,752.121006334333
f073523614,79.16,18412.0,1793821.0,1793810.0,2.0,9.0,752.0016429378026
f053397875,73.43,17813.0,1663281.0,1663281.0,0.0,0.0,751.9858462157872
f021479221,66.21,19812.0,1882313.0,1882309.0,1.0,3.0,751.9073299643497
f095657165,99.07,10089.0,1686181.0,1686176.0,1.0,4.0,751.8919071292461
f063922972,83.29,13037.0,1903260.0,1903257.0,1.0,2.0,751.6825304587464
f059236175,70.01,19133.0,1613362.0,1613360.0,0.0,2.0,751.5521373983237
f067015545,66.26,16643.0,1787710.0,1787707.0,0.0,3.0,751.5236285213135
f052597566,62.15,14010.0,1826511.0,1826501.0,0.0,10.0,751.5138139898838
f087928086,87.39,10952.0,1873966.0,1873961.0,1.0,4.0,751.3937028195303
f079253460,51.79,19275.0,1818997.0,1818989.0,0.0,8.0,751.2403157140437
f031852176,75.61,18718.0,1820204.0,1820192.0,2.0,10.0,751.1945145673719
f071621327,99.89,13279.0,1404491.0,1404482.0,1.0,8.0,750.8091306332336
f093907847,80.65,18703.0,1517026.0,1517017.0,1.0,8.0,750.610035852803
f042672915,89.08,16141.0,1199513.0,1199504.0,0.0,9.0,750.2337186762709
f092789341,91.83,14312.0,1309766.0,1309760.0,0.0,6.0,750.0102277748582
f040700417,87.73,17668.0,1444337.0,1444329.0,1.0,7.0,749.1446795744891
f010265774,93.07,17698.0,1907726.0,1907719.0,3.0,4.0,748.5258032640523
f095419228,97.04,15765.0,1274499.0,1274488.0,1.0,10.0,748.4362573487226
f095325684,97.74,16545.0,1369122.0,1369117.0,1.0,4.0,747.9924535846457
f088710526,87.82,14288.0,1279977.0,1279967.0,0.0,10.0,747.9181435609638
f049110169,91.83,18572.0,1480862.0,1480861.0,1.0,0.0,747.0375464124024
f032780537,81.2,18530.0,1344204.0,1344200.0,0.0,4.0,746.7833967842379
f019209321,96.94,17637.0,1048938.0,1048933.0,0.0,5.0,746.7616178716368
f077172549,91.86,13655.0,1973929.0,1973916.0,3.0,10.0,746.6283271876492
f035598467,90.58,13804.0,1313760.0,1313753.0,0.0,7.0,746.0084226882055
f086381372,78.72,17339.0,1548835.0,1548824.0,1.0,10.0,745.9379450053677
f076722949,85.85,12107.0,1667735.0,1667735.0,0.0,0.0,745.9202788487943
f099665846,95.38,15655.0,1549478.0,1549477.0,1.0,0.0,745.872140908925
f036476759,95.32,13452.0,1210568.0,1210560.0,0.0,8.0,745.8228813083208
f080147610,85.61,14359.0,1609296.0,1609287.0,1.0,8.0,745.7999807349848
f036074184,95.87,11406.0,1351723.0,1351717.0,0.0,6.0,745.7959614506851
f083180187,66.24,15547.0,1761513.0,1761508.0,0.0,5.0,745.6539778960024
